Using container recipe deffile: /vagrant/NanoPlot_Singularity.txt
Sanitizing environment
[0mAdding base Singularity environment to container
I: Retrieving Release 
I: Retrieving Release.gpg 
I: Validating gcc-6-base 6.0.1-0ubuntu1
I: Retrieving gnupg 1.4.20-1ubuntu3
I: Validating gnupg 1.4.20-1ubuntu3
I: Retrieving gpgv 1.4.20-1ubuntu3
I: Validating gpgv 1.4.20-1ubuntu3
I: Retrieving grep 2.24-1
I: Validating grep 2.24-1
I: Retrieving gzip 1.6-4ubuntu1
I: Validating gzip 1.6-4ubuntu1
I: Retrieving hostname 3.16ubuntu2
I: Validating hostname 3.16ubuntu2
I: Retrieving init 1.29ubuntu1
I: Validating init 1.29ubuntu1
I: Retrieving init-system-helpers 1.29ubuntu1
I: Validating init-system-helpers 1.29ubuntu1
I: Retrieving initscripts 2.88dsf-59.3ubuntu2
I: Validating initscripts 2.88dsf-59.3ubuntu2
I: Retrieving insserv 1.14.0-5ubuntu3
I: Validating insserv 1.14.0-5ubuntu3
I: Retrieving libacl1 2.2.52-3
I: Validating libacl1 2.2.52-3
I: Retrieving libapparmor1 2.10.95-0ubuntu2
I: Validating libapparmor1 2.10.95-0ubuntu2
I: Retrieving libapt-pkg5.0 1.2.10ubuntu1
I: Validating libapt-pkg5.0 1.2.10ubuntu1
I: Retrieving libattr1 1%3a2.4.47-2
I: Validating libattr1 1%3a2.4.47-2
I: Retrieving libaudit-common 1%3a2.4.5-1ubuntu2
I: Validating libaudit-common 1%3a2.4.5-1ubuntu2
I: Retrieving libaudit1 1%3a2.4.5-1ubuntu2
I: Validating libaudit1 1%3a2.4.5-1ubuntu2
I: Retrieving libblkid1 2.27.1-6ubuntu3
I: Validating libblkid1 2.27.1-6ubuntu3
I: Retrieving libbz2-1.0 1.0.6-8
I: Validating libbz2-1.0 1.0.6-8
I: Retrieving libc-bin 2.23-0ubuntu3
I: Validating libc-bin 2.23-0ubuntu3
I: Retrieving libc6 2.23-0ubuntu3
I: Validating libc6 2.23-0ubuntu3
I: Retrieving libcap2 1%3a2.24-12
I: Validating libcap2 1%3a2.24-12
I: Retrieving libcap2-bin 1%3a2.24-12
I: Validating libcap2-bin 1%3a2.24-12
I: Retrieving libcomerr2 1.42.13-1ubuntu1
I: Validating libcomerr2 1.42.13-1ubuntu1
I: Retrieving libcryptsetup4 2%3a1.6.6-5ubuntu2
I: Validating libcryptsetup4 2%3a1.6.6-5ubuntu2
I: Retrieving libdb5.3 5.3.28-11
I: Validating libdb5.3 5.3.28-11
I: Retrieving libdebconfclient0 0.198ubuntu1
I: Validating libdebconfclient0 0.198ubuntu1
I: Retrieving libdevmapper1.02.1 2%3a1.02.110-1ubuntu10
I: Validating libdevmapper1.02.1 2%3a1.02.110-1ubuntu10
I: Retrieving libfdisk1 2.27.1-6ubuntu3
I: Validating libfdisk1 2.27.1-6ubuntu3
I: Retrieving libgcc1 1%3a6.0.1-0ubuntu1
I: Validating libgcc1 1%3a6.0.1-0ubuntu1
I: Retrieving libgcrypt20 1.6.5-2
I: Validating libgcrypt20 1.6.5-2
I: Retrieving libgpg-error0 1.21-2ubuntu1
I: Validating libgpg-error0 1.21-2ubuntu1
I: Retrieving libkmod2 22-1ubuntu4
I: Validating libkmod2 22-1ubuntu4
I: Retrieving liblz4-1 0.0~r131-2ubuntu2
I: Validating liblz4-1 0.0~r131-2ubuntu2
I: Retrieving liblzma5 5.1.1alpha+20120614-2ubuntu2
I: Validating liblzma5 5.1.1alpha+20120614-2ubuntu2
I: Retrieving libmount1 2.27.1-6ubuntu3
I: Validating libmount1 2.27.1-6ubuntu3
I: Retrieving libncurses5 6.0+20160213-1ubuntu1
I: Validating libncurses5 6.0+20160213-1ubuntu1
I: Retrieving libncursesw5 6.0+20160213-1ubuntu1
I: Validating libncursesw5 6.0+20160213-1ubuntu1
I: Retrieving libpam-modules 1.1.8-3.2ubuntu2
I: Validating libpam-modules 1.1.8-3.2ubuntu2
I: Retrieving libpam-modules-bin 1.1.8-3.2ubuntu2
I: Validating libpam-modules-bin 1.1.8-3.2ubuntu2
I: Retrieving libpam-runtime 1.1.8-3.2ubuntu2
I: Validating libpam-runtime 1.1.8-3.2ubuntu2
I: Retrieving libpam0g 1.1.8-3.2ubuntu2
I: Validating libpam0g 1.1.8-3.2ubuntu2
I: Retrieving libpcre3 2%3a8.38-3.1
I: Validating libpcre3 2%3a8.38-3.1
I: Retrieving libprocps4 2%3a3.3.10-4ubuntu2
I: Validating libprocps4 2%3a3.3.10-4ubuntu2
I: Retrieving libreadline6 6.3-8ubuntu2
I: Validating libreadline6 6.3-8ubuntu2
I: Retrieving libseccomp2 2.2.3-3ubuntu3
I: Validating libseccomp2 2.2.3-3ubuntu3
I: Retrieving libselinux1 2.4-3build2
I: Validating libselinux1 2.4-3build2
I: Retrieving libsemanage-common 2.3-1build3
I: Validating libsemanage-common 2.3-1build3
I: Retrieving libsemanage1 2.3-1build3
I: Validating libsemanage1 2.3-1build3
I: Retrieving libsepol1 2.4-2
I: Validating libsepol1 2.4-2
I: Retrieving libsmartcols1 2.27.1-6ubuntu3
I: Validating libsmartcols1 2.27.1-6ubuntu3
I: Retrieving libss2 1.42.13-1ubuntu1
I: Validating libss2 1.42.13-1ubuntu1
I: Retrieving libstdc++6 5.3.1-14ubuntu2
I: Validating libstdc++6 5.3.1-14ubuntu2
I: Retrieving libsystemd0 229-4ubuntu4
I: Validating libsystemd0 229-4ubuntu4
I: Retrieving libtinfo5 6.0+20160213-1ubuntu1
I: Validating libtinfo5 6.0+20160213-1ubuntu1
I: Retrieving libudev1 229-4ubuntu4
I: Validating libudev1 229-4ubuntu4
I: Retrieving libusb-0.1-4 2%3a0.1.12-28
I: Validating libusb-0.1-4 2%3a0.1.12-28
I: Retrieving libustr-1.0-1 1.0.4-5
I: Validating libustr-1.0-1 1.0.4-5
I: Retrieving libuuid1 2.27.1-6ubuntu3
I: Validating libuuid1 2.27.1-6ubuntu3
I: Retrieving locales 2.23-0ubuntu3
I: Validating locales 2.23-0ubuntu3
I: Retrieving login 1%3a4.2-3.1ubuntu5
I: Validating login 1%3a4.2-3.1ubuntu5
I: Retrieving lsb-base 9.20160110
I: Validating lsb-base 9.20160110
I: Retrieving makedev 2.3.1-93ubuntu1
I: Validating makedev 2.3.1-93ubuntu1
I: Retrieving mawk 1.3.3-17ubuntu2
I: Validating mawk 1.3.3-17ubuntu2
I: Retrieving mount 2.27.1-6ubuntu3
I: Validating mount 2.27.1-6ubuntu3
I: Retrieving multiarch-support 2.23-0ubuntu3
I: Validating multiarch-support 2.23-0ubuntu3
I: Retrieving ncurses-base 6.0+20160213-1ubuntu1
I: Validating ncurses-base 6.0+20160213-1ubuntu1
I: Retrieving ncurses-bin 6.0+20160213-1ubuntu1
I: Validating ncurses-bin 6.0+20160213-1ubuntu1
I: Retrieving passwd 1%3a4.2-3.1ubuntu5
I: Validating passwd 1%3a4.2-3.1ubuntu5
I: Retrieving perl-base 5.22.1-9
I: Validating perl-base 5.22.1-9
I: Retrieving procps 2%3a3.3.10-4ubuntu2
I: Validating procps 2%3a3.3.10-4ubuntu2
I: Retrieving readline-common 6.3-8ubuntu2
I: Validating readline-common 6.3-8ubuntu2
I: Retrieving sed 4.2.2-7
I: Validating sed 4.2.2-7
I: Retrieving sensible-utils 0.0.9
I: Validating sensible-utils 0.0.9
I: Retrieving systemd 229-4ubuntu4
I: Validating systemd 229-4ubuntu4
I: Retrieving systemd-sysv 229-4ubuntu4
I: Validating systemd-sysv 229-4ubuntu4
I: Retrieving sysv-rc 2.88dsf-59.3ubuntu2
I: Validating sysv-rc 2.88dsf-59.3ubuntu2
I: Retrieving sysvinit-utils 2.88dsf-59.3ubuntu2
I: Validating sysvinit-utils 2.88dsf-59.3ubuntu2
I: Retrieving tar 1.28-2.1
I: Validating tar 1.28-2.1
I: Retrieving tzdata 2016d-0ubuntu0.16.04
I: Validating tzdata 2016d-0ubuntu0.16.04
I: Retrieving ubuntu-keyring 2012.05.19
I: Validating ubuntu-keyring 2012.05.19
I: Retrieving util-linux 2.27.1-6ubuntu3
I: Validating util-linux 2.27.1-6ubuntu3
I: Retrieving zlib1g 1%3a1.2.8.dfsg-2ubuntu4
I: Validating zlib1g 1%3a1.2.8.dfsg-2ubuntu4
I: Chosen extractor for .deb packages: dpkg-deb
I: Extracting adduser...
I: Extracting base-files...
I: Extracting base-passwd...
I: Extracting bash...
I: Extracting bsdutils...
I: Extracting coreutils...
I: Extracting dash...
I: Extracting debconf...
I: Extracting debianutils...
I: Extracting diffutils...
I: Extracting dpkg...
I: Extracting e2fslibs...
I: Extracting e2fsprogs...
I: Extracting findutils...
I: Extracting gcc-6-base...
I: Extracting grep...
I: Extracting gzip...
I: Extracting hostname...
I: Extracting init...
I: Extracting init-system-helpers...
I: Extracting initscripts...
I: Extracting insserv...
I: Extracting libacl1...
I: Extracting libapparmor1...
I: Extracting libattr1...
I: Extracting libaudit-common...
I: Extracting libaudit1...
I: Extracting libblkid1...
I: Extracting libbz2-1.0...
I: Extracting libc-bin...
I: Extracting libc6...
I: Extracting libcap2...
I: Extracting libcap2-bin...
I: Extracting libcomerr2...
I: Extracting libcryptsetup4...
I: Extracting libdb5.3...
I: Extracting libdebconfclient0...
I: Extracting libdevmapper1.02.1...
I: Extracting libfdisk1...
I: Extracting libgcc1...
I: Extracting libgcrypt20...
I: Extracting libgpg-error0...
I: Extracting libkmod2...
I: Extracting liblzma5...
I: Extracting libmount1...
I: Extracting libncurses5...
I: Extracting libncursesw5...
I: Extracting libpam-modules...
I: Extracting libpam-modules-bin...
I: Extracting libpam-runtime...
I: Extracting libpam0g...
I: Extracting libpcre3...
I: Extracting libprocps4...
I: Extracting libseccomp2...
I: Extracting libselinux1...
I: Extracting libsemanage-common...
I: Extracting libsemanage1...
I: Extracting libsepol1...
I: Extracting libsmartcols1...
I: Extracting libss2...
I: Extracting libsystemd0...
I: Extracting libtinfo5...
I: Extracting libudev1...
I: Extracting libustr-1.0-1...
I: Extracting libuuid1...
I: Extracting locales...
I: Extracting login...
I: Extracting lsb-base...
I: Extracting makedev...
I: Extracting mawk...
I: Extracting mount...
I: Extracting multiarch-support...
I: Extracting ncurses-base...
I: Extracting ncurses-bin...
I: Extracting passwd...
I: Extracting perl-base...
I: Extracting procps...
I: Extracting sed...
I: Extracting sensible-utils...
I: Extracting systemd...
I: Extracting systemd-sysv...
I: Extracting sysv-rc...
I: Extracting sysvinit-utils...
I: Extracting tar...
I: Extracting tzdata...
I: Extracting util-linux...
I: Extracting zlib1g...
I: Installing core packages...
I: Unpacking required packages...
I: Unpacking adduser...
I: Unpacking base-files...
I: Unpacking base-passwd...
I: Unpacking bash...
I: Unpacking bsdutils...
I: Unpacking coreutils...
I: Unpacking dash...
I: Unpacking debconf...
I: Unpacking debianutils...
I: Unpacking diffutils...
I: Unpacking dpkg...
I: Unpacking e2fslibs:amd64...
I: Unpacking e2fsprogs...
I: Unpacking findutils...
I: Unpacking gcc-6-base:amd64...
I: Unpacking grep...
I: Unpacking gzip...
I: Unpacking hostname...
I: Unpacking init...
I: Unpacking init-system-helpers...
I: Unpacking initscripts...
I: Unpacking insserv...
I: Unpacking libacl1:amd64...
I: Unpacking libapparmor1:amd64...
I: Unpacking libattr1:amd64...
I: Unpacking libaudit-common...
I: Unpacking libaudit1:amd64...
I: Unpacking libblkid1:amd64...
I: Unpacking libbz2-1.0:amd64...
I: Unpacking libc-bin...
I: Unpacking libc6:amd64...
I: Unpacking libcap2:amd64...
I: Unpacking libcap2-bin...
I: Unpacking libcomerr2:amd64...
I: Unpacking libcryptsetup4:amd64...
I: Unpacking libdb5.3:amd64...
I: Unpacking libdebconfclient0:amd64...
I: Unpacking libdevmapper1.02.1:amd64...
I: Unpacking libfdisk1:amd64...
I: Unpacking libgcc1:amd64...
I: Unpacking libgcrypt20:amd64...
I: Unpacking libgpg-error0:amd64...
I: Unpacking libkmod2:amd64...
I: Unpacking liblzma5:amd64...
I: Unpacking libmount1:amd64...
I: Unpacking libncurses5:amd64...
I: Unpacking libncursesw5:amd64...
I: Unpacking libpam-modules:amd64...
I: Unpacking libpam-modules-bin...
I: Unpacking libpam-runtime...
I: Unpacking libpam0g:amd64...
I: Unpacking libpcre3:amd64...
I: Unpacking libprocps4:amd64...
I: Unpacking libseccomp2:amd64...
I: Unpacking libselinux1:amd64...
I: Unpacking libsemanage-common...
I: Unpacking libsemanage1:amd64...
I: Unpacking libsepol1:amd64...
I: Unpacking libsmartcols1:amd64...
I: Unpacking libss2:amd64...
I: Unpacking libsystemd0:amd64...
I: Unpacking libtinfo5:amd64...
I: Unpacking libudev1:amd64...
I: Unpacking libustr-1.0-1:amd64...
I: Unpacking libuuid1:amd64...
I: Unpacking locales...
I: Unpacking login...
I: Unpacking lsb-base...
I: Unpacking makedev...
I: Unpacking mawk...
I: Unpacking mount...
I: Unpacking multiarch-support...
I: Unpacking ncurses-base...
I: Unpacking ncurses-bin...
I: Unpacking passwd...
I: Unpacking perl-base...
I: Unpacking procps...
I: Unpacking sed...
I: Unpacking sensible-utils...
I: Unpacking systemd...
I: Unpacking systemd-sysv...
I: Unpacking sysv-rc...
I: Unpacking sysvinit-utils...
I: Unpacking tar...
I: Unpacking tzdata...
I: Unpacking util-linux...
I: Unpacking zlib1g:amd64...
I: Configuring required packages...
I: Configuring gcc-6-base:amd64...
I: Configuring lsb-base...
I: Configuring sensible-utils...
I: Configuring ncurses-base...
I: Configuring libsemanage-common...
I: Configuring libaudit-common...
I: Configuring libc6:amd64...
I: Configuring libbz2-1.0:amd64...
I: Configuring libkmod2:amd64...
I: Configuring libgpg-error0:amd64...
I: Configuring libc-bin...
I: Configuring libseccomp2:amd64...
I: Configuring libapparmor1:amd64...
I: Configuring libdebconfclient0:amd64...
I: Configuring diffutils...
I: Configuring insserv...
I: Configuring libcomerr2:amd64...
I: Configuring libsepol1:amd64...
I: Configuring libgcc1:amd64...
I: Configuring libustr-1.0-1:amd64...
I: Configuring libsmartcols1:amd64...
I: Configuring libaudit1:amd64...
I: Configuring libtinfo5:amd64...
I: Configuring libudev1:amd64...
I: Configuring libss2:amd64...
I: Configuring base-passwd...
I: Configuring e2fslibs:amd64...
I: Configuring debianutils...
I: Configuring libgcrypt20:amd64...
I: Configuring libncursesw5:amd64...
I: Configuring libdb5.3:amd64...
I: Configuring zlib1g:amd64...
I: Configuring hostname...
I: Configuring multiarch-support...
I: Configuring mawk...
I: Configuring libcap2:amd64...
I: Configuring libpcre3:amd64...
I: Configuring base-files...
I: Configuring libselinux1:amd64...
I: Configuring findutils...
I: Configuring ncurses-bin...
I: Configuring libncurses5:amd64...
I: Configuring makedev...
I: Configuring libattr1:amd64...
I: Configuring liblzma5:amd64...
I: Configuring libcap2-bin...
I: Configuring libsystemd0:amd64...
I: Configuring libdevmapper1.02.1:amd64...
I: Configuring libsemanage1:amd64...
I: Configuring libacl1:amd64...
I: Configuring libprocps4:amd64...
I: Configuring bsdutils...
I: Configuring coreutils...
I: Configuring tar...
I: Configuring dpkg...
I: Configuring sed...
I: Configuring perl-base...
I: Configuring grep...
I: Configuring debconf...
I: Configuring tzdata...
I: Configuring gzip...
I: Configuring dash...
I: Configuring init-system-helpers...
I: Configuring sysvinit-utils...
I: Configuring sysv-rc...
I: Configuring libpam0g:amd64...
I: Configuring locales...
I: Configuring libpam-modules-bin...
I: Configuring bash...
I: Configuring libpam-modules:amd64...
I: Configuring libpam-runtime...
I: Configuring passwd...
I: Configuring login...
I: Configuring adduser...
I: Configuring libuuid1:amd64...
I: Configuring libblkid1:amd64...
I: Configuring libmount1:amd64...
I: Configuring libcryptsetup4:amd64...
I: Configuring mount...
I: Configuring libfdisk1:amd64...
I: Configuring initscripts...
I: Configuring util-linux...
I: Configuring e2fsprogs...
I: Configuring procps...
I: Configuring systemd...
I: Configuring systemd-sysv...
I: Configuring init...
I: Configuring libc-bin...
I: Unpacking the base system...
I: Unpacking apt...
I: Unpacking gcc-5-base:amd64...
I: Unpacking gnupg...
I: Unpacking gpgv...
I: Unpacking libapt-pkg5.0:amd64...
I: Unpacking liblz4-1:amd64...
I: Unpacking libreadline6:amd64...
I: Unpacking libstdc++6:amd64...
I: Unpacking libusb-0.1-4:amd64...
I: Unpacking readline-common...
I: Unpacking ubuntu-keyring...
I: Configuring the base system...
I: Configuring readline-common...
I: Configuring liblz4-1:amd64...
I: Configuring gpgv...
I: Configuring libusb-0.1-4:amd64...
I: Configuring ubuntu-keyring...
I: Configuring libreadline6:amd64...
I: Configuring gcc-5-base:amd64...
I: Configuring gnupg...
I: Configuring libstdc++6:amd64...
I: Configuring libapt-pkg5.0:amd64...
I: Configuring apt...
I: Configuring libc-bin...
I: Base system installed successfully.
User defined %runscript found! Taking priority.
Running post scriptlet
+ apt-get -y install wget
Reading package lists...
Building dependency tree...
The following additional packages will be installed:
  ca-certificates libidn11 libssl1.0.0 openssl
The following NEW packages will be installed:
  ca-certificates libidn11 libssl1.0.0 openssl wget
0 upgraded, 5 newly installed, 0 to remove and 0 not upgraded.
Need to get 2146 kB of archives.
After this operation, 6171 kB of additional disk space will be used.
Get:1 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libidn11 amd64 1.32-3ubuntu1 [45.5 kB]
Get:2 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libssl1.0.0 amd64 1.0.2g-1ubuntu4 [1121 kB]
Get:3 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 openssl amd64 1.0.2g-1ubuntu4 [492 kB]
Get:4 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 ca-certificates all 20160104ubuntu1 [191 kB]
Get:5 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 wget amd64 1.17.1-1ubuntu1 [297 kB]
debconf: delaying package configuration, since apt-utils is not installed
Fetched 2146 kB in 1s (1774 kB/s)
Selecting previously unselected package libidn11:amd64.
(Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 7251 files and directories currently installed.)
Preparing to unpack .../libidn11_1.32-3ubuntu1_amd64.deb ...
Unpacking libidn11:amd64 (1.32-3ubuntu1) ...
Selecting previously unselected package libssl1.0.0:amd64.
Preparing to unpack .../libssl1.0.0_1.0.2g-1ubuntu4_amd64.deb ...
Unpacking libssl1.0.0:amd64 (1.0.2g-1ubuntu4) ...
Selecting previously unselected package openssl.
Preparing to unpack .../openssl_1.0.2g-1ubuntu4_amd64.deb ...
Unpacking openssl (1.0.2g-1ubuntu4) ...
Selecting previously unselected package ca-certificates.
Preparing to unpack .../ca-certificates_20160104ubuntu1_all.deb ...
Unpacking ca-certificates (20160104ubuntu1) ...
Selecting previously unselected package wget.
Preparing to unpack .../wget_1.17.1-1ubuntu1_amd64.deb ...
Unpacking wget (1.17.1-1ubuntu1) ...
Processing triggers for libc-bin (2.23-0ubuntu3) ...
Setting up libidn11:amd64 (1.32-3ubuntu1) ...
Setting up libssl1.0.0:amd64 (1.0.2g-1ubuntu4) ...
Setting up openssl (1.0.2g-1ubuntu4) ...
Setting up ca-certificates (20160104ubuntu1) ...
Setting up wget (1.17.1-1ubuntu1) ...
Processing triggers for libc-bin (2.23-0ubuntu3) ...
Processing triggers for ca-certificates (20160104ubuntu1) ...
Updating certificates in /etc/ssl/certs...
173 added, 0 removed; done.
Running hooks in /etc/ca-certificates/update.d...
done.
+ apt-get -y install sudo
Reading package lists...
Building dependency tree...
Reading state information...
The following NEW packages will be installed:
  sudo
0 upgraded, 1 newly installed, 0 to remove and 0 not upgraded.
Need to get 389 kB of archives.
After this operation, 1618 kB of additional disk space will be used.
Get:1 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 sudo amd64 1.8.16-0ubuntu1 [389 kB]
debconf: delaying package configuration, since apt-utils is not installed
Fetched 389 kB in 0s (551 kB/s)
Selecting previously unselected package sudo.
(Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 7582 files and directories currently installed.)
Preparing to unpack .../sudo_1.8.16-0ubuntu1_amd64.deb ...
Unpacking sudo (1.8.16-0ubuntu1) ...
Setting up sudo (1.8.16-0ubuntu1) ...
+ sudo apt-get update
sudo: unable to resolve host vagrant-ubuntu-trusty-64
Get:1 http://us.archive.ubuntu.com/ubuntu xenial InRelease [247 kB]
Get:2 http://us.archive.ubuntu.com/ubuntu xenial/main Translation-en [568 kB]
Fetched 814 kB in 1s (752 kB/s)
Reading package lists...
+ sudo apt-get -y install python3.5
sudo: unable to resolve host vagrant-ubuntu-trusty-64
Reading package lists...
Building dependency tree...
Reading state information...
The following additional packages will be installed:
  file libexpat1 libffi6 libmagic1 libmpdec2 libpython3.5-minimal
  libpython3.5-stdlib libsqlite3-0 mime-support python3.5-minimal
Suggested packages:
  python3.5-venv python3.5-doc binutils binfmt-support
The following NEW packages will be installed:
  file libexpat1 libffi6 libmagic1 libmpdec2 libpython3.5-minimal
  libpython3.5-stdlib libsqlite3-0 mime-support python3.5 python3.5-minimal
0 upgraded, 11 newly installed, 0 to remove and 0 not upgraded.
Need to get 5220 kB of archives.
After this operation, 29.1 MB of additional disk space will be used.
Get:1 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libpython3.5-minimal amd64 3.5.1-10 [521 kB]
Get:2 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libexpat1 amd64 2.1.0-7 [71.4 kB]
Get:3 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 python3.5-minimal amd64 3.5.1-10 [1588 kB]
Get:4 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libmagic1 amd64 1:5.25-2ubuntu1 [216 kB]
Get:5 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 file amd64 1:5.25-2ubuntu1 [21.2 kB]
Get:6 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libffi6 amd64 3.2.1-4 [17.8 kB]
Get:7 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libmpdec2 amd64 2.4.2-1 [82.6 kB]
Get:8 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 mime-support all 3.59ubuntu1 [31.0 kB]
Get:9 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libsqlite3-0 amd64 3.11.0-1ubuntu1 [396 kB]
Get:10 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libpython3.5-stdlib amd64 3.5.1-10 [2117 kB]
Get:11 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 python3.5 amd64 3.5.1-10 [159 kB]
debconf: delaying package configuration, since apt-utils is not installed
Fetched 5220 kB in 1s (3534 kB/s)
Selecting previously unselected package libpython3.5-minimal:amd64.
(Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 7635 files and directories currently installed.)
Preparing to unpack .../libpython3.5-minimal_3.5.1-10_amd64.deb ...
Unpacking libpython3.5-minimal:amd64 (3.5.1-10) ...
Selecting previously unselected package libexpat1:amd64.
Preparing to unpack .../libexpat1_2.1.0-7_amd64.deb ...
Unpacking libexpat1:amd64 (2.1.0-7) ...
Selecting previously unselected package python3.5-minimal.
Preparing to unpack .../python3.5-minimal_3.5.1-10_amd64.deb ...
Unpacking python3.5-minimal (3.5.1-10) ...
Selecting previously unselected package libmagic1:amd64.
Preparing to unpack .../libmagic1_1%3a5.25-2ubuntu1_amd64.deb ...
Unpacking libmagic1:amd64 (1:5.25-2ubuntu1) ...
Selecting previously unselected package file.
Preparing to unpack .../file_1%3a5.25-2ubuntu1_amd64.deb ...
Unpacking file (1:5.25-2ubuntu1) ...
Selecting previously unselected package libffi6:amd64.
Preparing to unpack .../libffi6_3.2.1-4_amd64.deb ...
Unpacking libffi6:amd64 (3.2.1-4) ...
Selecting previously unselected package libmpdec2:amd64.
Preparing to unpack .../libmpdec2_2.4.2-1_amd64.deb ...
Unpacking libmpdec2:amd64 (2.4.2-1) ...
Selecting previously unselected package mime-support.
Preparing to unpack .../mime-support_3.59ubuntu1_all.deb ...
Unpacking mime-support (3.59ubuntu1) ...
Selecting previously unselected package libsqlite3-0:amd64.
Preparing to unpack .../libsqlite3-0_3.11.0-1ubuntu1_amd64.deb ...
Unpacking libsqlite3-0:amd64 (3.11.0-1ubuntu1) ...
Selecting previously unselected package libpython3.5-stdlib:amd64.
Preparing to unpack .../libpython3.5-stdlib_3.5.1-10_amd64.deb ...
Unpacking libpython3.5-stdlib:amd64 (3.5.1-10) ...
Selecting previously unselected package python3.5.
Preparing to unpack .../python3.5_3.5.1-10_amd64.deb ...
Unpacking python3.5 (3.5.1-10) ...
Processing triggers for libc-bin (2.23-0ubuntu3) ...
